%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1450008892132255993,2,1450008889711000000,camera,0.915252963424,-0.202219229067,3.32733043126,0.734415947403,0.0803085134937,0.66843764043,0.0858771198681,0.00209238421455,0.000373666069322,0.000783186164227,0.000317259393553,0.00110669396515,0.000661537624786,0.000373666069322,0.00172760879503,0.000821875327903,0.000850034998698,0.000358859534447,0.000788337457235,0.000783186164227,0.000821875327903,0.00180457970455,0.000456115857424,0.000323207948549,0.000441893422092,0.000317259393553,0.000850034998698,0.000456115857424,0.000462624695496,0.000109387046385,0.000218698060096,0.00110669396515,0.000358859534447,0.000323207948549,0.000109387046385,0.000621040552907,0.000424535834062,0.000661537624786,0.000788337457235,0.000441893422092,0.000218698060096,0.000424535834062,0.000734882372875
1450008892299886636,3,1450008889954000000,camera,0.915143149986,-0.202124465719,3.32732965554,0.734424543611,0.080352447722,0.668419722134,0.0859019729098,0.002034925938,0.000330115757062,0.000807647581135,0.000326626043195,0.00107472618198,0.000654694942183,0.000330115757062,0.00167538880908,0.000838896249814,0.000823560224906,0.00034848848004,0.000775879827218,0.000807647581135,0.000838896249814,0.00178711797526,0.000463066057221,0.000297706909166,0.00044366640708,0.000326626043195,0.000823560224906,0.000463066057221,0.000449505625425,0.000114824134708,0.00021086446118,0.00107472618198,0.00034848848004,0.000297706909166,0.000114824134708,0.000603277188488,0.000420594801353,0.000654694942183,0.000775879827218,0.00044366640708,0.00021086446118,0.000420594801353,0.000728913041969
1450008892457673770,4,1450008890051000000,camera,0.915103670867,-0.20210060658,3.32778657682,0.734403039335,0.0803089608375,0.668439748885,0.0859706271666,0.00210203950383,0.000366630329553,0.000852404685499,0.000327141072307,0.00110810019897,0.000659305654147,0.000366630329553,0.00171673746842,0.000816334412472,0.000842413769602,0.000359182671427,0.000793954676286,0.000852404685499,0.000816334412472,0.0018670891681,0.000462738650698,0.000303210099601,0.0004457438939,0.000327141072307,0.000842413769602,0.000462738650698,0.000460479230768,0.000116918094628,0.000208000371935,0.00110810019897,0.000359182671427,0.000303210099601,0.000116918094628,0.000621661043373,0.000428707010896,0.000659305654147,0.000793954676286,0.0004457438939,0.000208000371935,0.000428707010896,0.000752513244493
1450008892595915649,5,1450008890271000000,camera,0.915109791443,-0.202258342746,3.32750616117,0.734446025453,0.0802915067217,0.668413346142,0.0858248701937,0.00206822821656,0.000371785796344,0.000833574585842,0.000316024860054,0.00109319092003,0.000647488574449,0.000371785796344,0.00170115543697,0.000808166727642,0.000836510866366,0.000359552168015,0.00079173555938,0.000833574585842,0.000808166727642,0.00182378193283,0.000457406993332,0.000296375587757,0.000440514082379,0.000316024860054,0.000836510866366,0.000457406993332,0.00045694340106,0.000107991323484,0.000218055580375,0.00109319092003,0.000359552168015,0.000296375587757,0.000107991323484,0.000614597943592,0.00042209072734,0.000647488574449,0.00079173555938,0.000440514082379,0.000218055580375,0.00042209072734,0.000742162765181
1450008892747748470,6,1450008890359000000,camera,0.915310553483,-0.202243452508,3.32812919937,0.73441417572,0.0802565196683,0.66845082446,0.0858382480674,0.00202958378364,0.000336549104578,0.000709568114736,0.000324615383646,0.00107976172622,0.000671001726988,0.000336549104578,0.00167884100303,0.000859975527812,0.000829773704787,0.000350626221618,0.000764770259919,0.000709568114736,0.000859975527812,0.0017165887404,0.000462187140465,0.000334918065781,0.000448818070647,0.000324615383646,0.000829773704787,0.000462187140465,0.000452104575035,0.000112235311209,0.000217870342638,0.00107976172622,0.000350626221618,0.000334918065781,0.000112235311209,0.000608007344478,0.000423588804208,0.000671001726988,0.000764770259919,0.000448818070647,0.000217870342638,0.000423588804208,0.000707561095754
1450008892888538540,7,1450008890468000000,camera,0.915066169541,-0.202032896872,3.32707517869,0.734422418821,0.0804178751138,0.668414899052,0.0858964424167,0.00203903345296,0.000345700100283,0.000748878778594,0.000312783291403,0.00108095104526,0.000645277304692,0.000345700100283,0.00169086662581,0.000817099912231,0.000834670205253,0.000346142154885,0.000770331567287,0.000748878778594,0.000817099912231,0.00174605932725,0.000448789790784,0.000320560065482,0.000433312697552,0.000312783291403,0.000834670205253,0.000448789790784,0.000454685554394,0.00010753382442,0.000217740151246,0.00108095104526,0.000346142154885,0.000320560065482,0.00010753382442,0.000607358484879,0.000412482733106,0.000645277304692,0.000770331567287,0.000433312697552,0.000217740151246,0.000412482733106,0.000714342487951
1450008893012981560,8,1450008890569000000,camera,0.915117942025,-0.201986347156,3.32776339112,0.734266808561,0.0804966781124,0.668595814703,0.0857448261967,0.00206618389605,0.000354849916471,0.0007581830033,0.000320502411445,0.00109365212977,0.000658237673707,0.000354849916471,0.00171546113339,0.000835303560397,0.000844232697905,0.000355757607071,0.000781205937405,0.0007581830033,0.000835303560397,0.00177065854293,0.00046057827316,0.000324391881861,0.000446562417145,0.000320502411445,0.000844232697905,0.00046057827316,0.000458732587358,0.000110170980242,0.000220166740051,0.00109365212977,0.000355757607071,0.000324391881861,0.000110170980242,0.000613898348007,0.000422984736035,0.000658237673707,0.000781205937405,0.000446562417145,0.000220166740051,0.000422984736035,0.000724743733993
1450008893144999935,9,1450008890689000000,camera,0.915113413734,-0.202140035779,3.32749817921,0.734311861268,0.0802636605777,0.668570154431,0.0857775250025,0.00209431510628,0.000369462529445,0.000797433684435,0.000307186132598,0.00110599155697,0.000634114627429,0.000369462529445,0.00175454608482,0.000800459537555,0.000863853232265,0.000355842115478,0.000801119956342,0.000797433684435,0.000800459537555,0.00180538879428,0.000451190485255,0.000310861532398,0.000434064787506,0.000307186132598,0.000863853232265,0.000451190485255,0.000468878975137,0.000101751528387,0.000230140238342,0.00110599155697,0.000355842115478,0.000310861532398,0.000101751528387,0.000619457183566,0.000413116906121,0.000634114627429,0.000801119956342,0.000434064787507,0.000230140238342,0.000413116906121,0.000738614983784
1450008893321838050,10,1450008890834000000,camera,0.915117116514,-0.202142327603,3.32712250232,0.734312138116,0.0803277812488,0.668571117175,0.0857075997522,0.00205242694514,0.000351481664417,0.00075420413085,0.000319673632031,0.00108860266763,0.000658167753385,0.000351481664417,0.00170190971827,0.000836327700237,0.000839295365706,0.000354156851959,0.000778840695432,0.00075420413085,0.000836327700237,0.0017566242745,0.000458949675629,0.000322553514177,0.000445431704611,0.000319673632031,0.000839295365706,0.000458949675629,0.000456986958705,0.000109649788281,0.000220821446178,0.00108860266763,0.000354156851959,0.000322553514177,0.000109649788281,0.00061208187245,0.000421733756924,0.000658167753385,0.000778840695432,0.000445431704611,0.000220821446178,0.000421733756924,0.000721935373698
1450008893467790422,11,1450008890906000000,camera,0.915149423204,-0.20210175721,3.32680099582,0.734328344512,0.0803052402238,0.668546311418,0.0857833336278,0.00204818910844,0.00036438134979,0.000751160142886,0.000307043884051,0.00108727303684,0.000639584419582,0.00036438134979,0.0017082255916,0.000809910091768,0.000843640423643,0.000354415514925,0.000781474509777,0.000751160142886,0.000809910091768,0.00174558964245,0.000449956261453,0.000319171789309,0.000436236038154,0.000307043884051,0.000843640423643,0.000449956261453,0.00045902456088,0.000101428772522,0.000227524315749,0.00108727303684,0.000354415514925,0.000319171789309,0.000101428772522,0.000611671965123,0.000413626200849,0.000639584419582,0.000781474509777,0.000436236038154,0.000227524315749,0.000413626200849,0.00071863206042
