%time,field.header.seq,field.header.stamp,field.header.frame_id,field.ns,field.id,field.type,field.action,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w,field.scale.x,field.scale.y,field.scale.z,field.color.r,field.color.g,field.color.b,field.color.a,field.lifetime,field.frame_locked,field.text,field.mesh_resource,field.mesh_use_embedded_materials
1450008999744957515,2022,1450008999671311949,/camera1,basic_shapes,8,1,0,0.0448282019485,0.0806545355546,0.61398664811,0.0201677584546,0.982803312714,-0.15563053405,-0.0973141660253,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450008999851175341,2023,1450008999708713874,/camera1,basic_shapes,8,1,0,0.0447759358122,0.0803744447236,0.614032089285,0.018399561462,0.983357654932,-0.150372754489,-0.100285658658,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450008999945037607,2024,1450008999747839122,/camera1,basic_shapes,8,1,0,0.0450400588432,0.0807015167061,0.617704843757,0.0161020455275,0.990617174792,-0.117730315529,-0.0675122947486,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000043032647,2025,1450008999944128856,/camera1,basic_shapes,8,1,0,0.0447912873393,0.0787216928659,0.618625356591,0.017596447383,0.99822534889,-0.00864831213226,-0.0562292145588,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000139146280,2026,1450009000037775500,/camera1,basic_shapes,8,1,0,0.0447368372042,0.0783594787153,0.61824775577,0.0173305635028,0.998465535624,-0.00750571448466,-0.052056603716,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000244825021,2027,1450009000084965720,/camera1,basic_shapes,8,1,0,0.0447471557898,0.0781085150983,0.61783630214,0.0156124581084,0.999779956751,-0.00341359062471,-0.0135881061745,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000340452734,2028,1450009000249413180,/camera1,basic_shapes,8,1,0,0.0446972165349,0.0773587315038,0.618468499359,0.0165202845488,0.999077947764,0.00245680617501,-0.0395512148099,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000440344475,2029,1450009000288094515,/camera1,basic_shapes,8,1,0,0.0446524532522,0.0769143288421,0.61859571482,0.0114528306023,0.999822336449,0.0129385817452,-0.00753135522748,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000555061169,2030,1450009000415353078,/camera1,basic_shapes,8,1,0,0.0444543646515,0.0763294326491,0.617517452556,0.0129643843694,0.999212064289,0.013356632103,-0.0350538970062,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000641329847,2031,1450009000470974598,/camera1,basic_shapes,8,1,0,0.0444594828519,0.0763002049664,0.617830188525,0.0134743022008,0.998352746259,0.00489904328626,-0.0555539070761,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000744508234,2032,1450009000655480714,/camera1,basic_shapes,8,1,0,0.0440190056537,0.075037595952,0.612146362854,0.00831836679056,0.999041105801,0.0354043910487,0.0243762751262,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000854545664,2033,1450009000701848222,/camera1,basic_shapes,8,1,0,0.0436313964186,0.0741307866368,0.610732238001,0.00567160264391,0.984037638715,-0.148446414025,-0.0979868393145,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009000944034979,2034,1450009000853601912,/camera1,basic_shapes,8,1,0,0.0436344790048,0.0729995738649,0.611156498708,0.00392507543914,0.98767231071,-0.129009762245,-0.0885690786096,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001044919654,2035,1450009000942091953,/camera1,basic_shapes,8,1,0,0.0439697508986,0.0734360805204,0.614476731439,0.000296457735135,0.998863146705,-0.0446444520944,-0.0167092538524,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001143094800,2036,1450009000985176266,/camera1,basic_shapes,8,1,0,0.0438698372953,0.0732237944806,0.612436041915,0.000866255459235,0.999957354612,-0.0083962363913,0.00374723549098,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001242485119,2037,1450009001127884318,/camera1,basic_shapes,8,1,0,0.0436436000941,0.0721581936166,0.611305399612,0.00417659712968,0.983023541226,-0.160288166692,-0.0891906780463,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001344464168,2038,1450009001190270830,/camera1,basic_shapes,8,1,0,0.0435762805898,0.071972821958,0.610703660013,0.00564769742741,0.984465988739,-0.147178375413,-0.09556854263,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
1450009001447486975,2039,1450009001371527439,/camera1,basic_shapes,8,1,0,0.0439423400387,0.071891308599,0.613918820139,0.00537519332338,0.998859923632,0.0467762030636,-0.00787064705326,0.044,0.044,0.0088,0.5,0.0,0.5,1.0,1000000000,0,,,0
